         824260622 function calls (824260039 primitive calls) in 329.781 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.134    0.019  329.738   47.105 drivers.py:1984(selection_step)
        7   29.761    4.252  310.027   44.290 drivers.py:1908(psi_external_pt2)
        7    0.399    0.057  196.822   28.117 drivers.py:1961(<listcomp>)
   891966    0.760    0.000  196.481    0.000 drivers.py:1409(H_ii)
  2676661   18.863    0.000  194.153    0.000 {built-in method builtins.sum}
   891966    0.467    0.000  185.387    0.000 drivers.py:1144(H_ii)
201584316   82.319    0.000  168.435    0.000 drivers.py:1145(<genexpr>)
 36976096   21.710    0.000   55.408    0.000 drivers.py:339(H_ij)
201587871   55.102    0.000   55.114    0.000 drivers.py:494(H_ijkl_orbital)
   895542    0.469    0.000   41.285    0.000 drivers.py:1086(H_indices)
  1019589    0.428    0.000   40.427    0.000 drivers.py:1099(H_indices_idx)
 36976096   32.116    0.000   33.413    0.000 drivers.py:178(exc_degree)
201584316   31.410    0.000   31.410    0.000 drivers.py:503(H_ii_indices)
  224/154    0.001    0.000   30.751    0.200 functools.py:961(__get__)
   584366    0.968    0.000   28.472    0.000 drivers.py:1048(category_G)
       95    0.000    0.000   27.318    0.288 drivers.py:1489(H_i_implicit_matrix_product)
       14    0.074    0.005   25.892    1.849 drivers.py:1467(H_i_2e_matrix_elements)
  1064380    4.620    0.000   22.686    0.000 drivers.py:623(do_double_oppspin)
        7    0.000    0.000   17.376    2.482 drivers.py:1843(E_and_psi_coef)
        7    0.006    0.001   17.376    2.482 drivers.py:1654(distributed_davidson)
  3311696    8.184    0.000   11.621    0.000 drivers.py:209(single_phase)
   892347    1.110    0.000   10.344    0.000 drivers.py:332(H_ii)
        7    0.000    0.000   10.061    1.437 drivers.py:1857(E)
   838684    2.248    0.000    9.292    0.000 drivers.py:599(do_double_samespin)
  5179292    6.546    0.000    8.538    0.000 drivers.py:107(apply_excitation)
  1596420    1.547    0.000    8.242    0.000 drivers.py:547(get_dets_via_orbital_occupancy)
  3212496    4.223    0.000    6.733    0.000 drivers.py:521(get_dets_occ_in_orbitals)
   144738    0.175    0.000    6.127    0.000 drivers.py:878(category_E)
       14    0.000    0.000    4.349    0.311 drivers.py:1880(psi_external)
       14    0.865    0.062    4.348    0.311 drivers.py:160(gen_all_connected_determinant)
   411340    1.551    0.000    4.340    0.000 drivers.py:582(do_single)
   178227    0.078    0.000    4.067    0.000 drivers.py:713(category_C)
   201180    0.214    0.000    3.932    0.000 drivers.py:725(do_single_C)
  8923470    2.110    0.000    3.668    0.000 drivers.py:335(<genexpr>)
 43525909    3.437    0.000    3.437    0.000 drivers.py:213(<lambda>)
  8923470    1.924    0.000    3.187    0.000 drivers.py:336(<genexpr>)
 16083016    2.835    0.000    2.835    0.000 drivers.py:328(H_ij_orbital)
  5573308    1.349    0.000    2.542    0.000 <string>:1(<lambda>)
   256228    0.205    0.000    2.004    0.000 drivers.py:252(double_phase)
  5179293    1.992    0.000    1.992    0.000 {built-in method builtins.sorted}
   105923    0.104    0.000    1.711    0.000 drivers.py:889(do_single_E)
  1666748    0.432    0.000    1.385    0.000 drivers.py:156(<genexpr>)
   748750    0.857    0.000    1.297    0.000 drivers.py:173(exc_degree_spindet)
      190    1.275    0.007    1.276    0.007 drivers.py:1500(H_i_implicit_matrix_product_step)
  5573312    1.193    0.000    1.193    0.000 {built-in method __new__ of type object at 0x55a6391469a0}
   350012    0.189    0.000    1.060    0.000 drivers.py:147(<genexpr>)
   350012    0.190    0.000    0.963    0.000 drivers.py:152(<genexpr>)
  9450547    0.795    0.000    0.795    0.000 {built-in method builtins.getattr}
  3212496    0.776    0.000    0.776    0.000 drivers.py:539(<listcomp>)
   248136    0.208    0.000    0.734    0.000 drivers.py:35(integral_category)
  1596420    0.654    0.000    0.654    0.000 {method 'union' of 'set' objects}
    37928    0.020    0.000    0.544    0.000 drivers.py:995(category_F)
   248136    0.330    0.000    0.526    0.000 integral_indexing_utils.py:143(canonical_idx4)
  1616076    0.516    0.000    0.516    0.000 {method 'intersection' of 'set' objects}
   748750    0.383    0.000    0.383    0.000 {method 'symmetric_difference' of 'set' objects}
  1598772    0.304    0.000    0.304    0.000 drivers.py:541(<listcomp>)
       21    0.000    0.000    0.284    0.014 drivers.py:1184(det_to_index_ext)
       21    0.284    0.014    0.284    0.014 drivers.py:1187(<dictcomp>)
    20770    0.022    0.000    0.276    0.000 drivers.py:342(H_ij_spindet)
    12446    0.008    0.000    0.268    0.000 drivers.py:795(category_D)
  3212715    0.262    0.000    0.262    0.000 {method 'items' of 'dict' objects}
    15323    0.017    0.000    0.253    0.000 drivers.py:806(do_single_D)
    20770    0.020    0.000    0.241    0.000 drivers.py:235(single_exc)
       14    0.015    0.001    0.150    0.011 drivers.py:1455(H_i_1e_matrix_elements)
   507811    0.113    0.000    0.113    0.000 {built-in method builtins.min}
    58797    0.015    0.000    0.102    0.000 drivers.py:678(category_B)
   124089    0.093    0.000    0.102    0.000 integral_indexing_utils.py:85(compound_idx4_reverse)
   507804    0.091    0.000    0.091    0.000 {built-in method builtins.max}
    58797    0.020    0.000    0.079    0.000 drivers.py:689(do_diagonal_B)
      254    0.014    0.000    0.075    0.000 drivers.py:124(gen_all_connected_det_from_det)
756011/755988    0.058    0.000    0.058    0.000 {built-in method builtins.len}
        7    0.000    0.000    0.058    0.008 drivers.py:1413(D_i)
     2168    0.057    0.000    0.057    0.000 {built-in method numpy.array}
    92529    0.053    0.000    0.053    0.000 drivers.py:569(do_diagonal)
    20770    0.050    0.000    0.050    0.000 drivers.py:217(single_exc_no_phase)
    30645    0.011    0.000    0.041    0.000 drivers.py:1013(do_diagonal_F)
4372/3960    0.007    0.000    0.031    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.014    0.014    0.030    0.030 io.py:23(load_integrals)
    11895    0.009    0.000    0.022    0.000 integral_indexing_utils.py:47(compound_idx4)
      419    0.004    0.000    0.018    0.000 index_tricks.py:323(__getitem__)
        7    0.015    0.002    0.015    0.002 drivers.py:1888(psi_external_local)
    11470    0.007    0.000    0.013    0.000 integral_indexing_utils.py:14(compound_idx2)
       88    0.000    0.000    0.011    0.000 fromnumeric.py:51(_wrapfunc)
        1    0.000    0.000    0.011    0.011 argparse.py:1706(__init__)
       81    0.004    0.000    0.010    0.000 drivers.py:1599(mgs)
      9/3    0.000    0.000    0.009    0.003 <frozen importlib._bootstrap>:1022(_find_and_load)
        7    0.000    0.000    0.009    0.001 <__array_function__ internals>:2(argpartition)
      9/3    0.000    0.000    0.009    0.003 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
        7    0.000    0.000    0.009    0.001 fromnumeric.py:763(argpartition)
        7    0.009    0.001    0.009    0.001 {method 'argpartition' of 'numpy.ndarray' objects}
      419    0.001    0.000    0.008    0.000 numerictypes.py:599(find_common_type)
      9/3    0.000    0.000    0.008    0.003 <frozen importlib._bootstrap>:664(_load_unlocked)
     5998    0.007    0.000    0.008    0.000 integral_indexing_utils.py:65(compound_idx2_reverse)
      6/3    0.000    0.000    0.008    0.003 <frozen importlib._bootstrap_external>:877(exec_module)
      838    0.005    0.000    0.007    0.000 numerictypes.py:575(_can_coerce_all)
       81    0.001    0.000    0.007    0.000 drivers.py:1622(preconditioning)
      278    0.006    0.000    0.006    0.000 {built-in method builtins.print}
      271    0.000    0.000    0.006    0.000 drivers.py:1635(print_master)
     12/3    0.000    0.000    0.006    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      6/3    0.000    0.000    0.006    0.002 {built-in method builtins.exec}
       88    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(eigh)
        5    0.000    0.000    0.006    0.001 argparse.py:1404(add_argument)
     3087    0.001    0.000    0.006    0.000 drivers.py:654(category_A)
       88    0.005    0.000    0.006    0.000 linalg.py:1336(eigh)
        5    0.000    0.000    0.006    0.001 argparse.py:2554(_get_formatter)
        5    0.000    0.000    0.006    0.001 argparse.py:170(__init__)
     1016    0.001    0.000    0.005    0.000 drivers.py:113(gen_all_connected_spindet)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
     1016    0.004    0.000    0.004    0.000 drivers.py:93(gen_all_excitation)
        3    0.000    0.000    0.004    0.001 gettext.py:756(gettext)
        3    0.000    0.000    0.004    0.001 gettext.py:679(dgettext)
        3    0.000    0.000    0.004    0.001 gettext.py:598(translation)
     3087    0.001    0.000    0.004    0.000 drivers.py:665(do_diagonal_A)
        3    0.000    0.000    0.004    0.001 gettext.py:542(find)
     1608    0.003    0.000    0.003    0.000 {built-in method numpy.zeros}
        7    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(einsum)
        6    0.000    0.000    0.003    0.001 gettext.py:211(_expand_lang)
        7    0.000    0.000    0.003    0.000 einsumfunc.py:997(einsum)
        7    0.003    0.000    0.003    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
       21    0.000    0.000    0.003    0.000 drivers.py:1189(spindet_occ_int)
      250    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(norm)
      852    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(dot)
       21    0.000    0.000    0.003    0.000 drivers.py:1163(get_spindet_a_occ_spindet_b_occ)
       20    0.000    0.000    0.003    0.000 re.py:288(_compile)
       81    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(clip)
       16    0.000    0.000    0.003    0.000 re.py:249(compile)
       63    0.000    0.000    0.003    0.000 drivers.py:1182(<genexpr>)
       42    0.002    0.000    0.003    0.000 drivers.py:1175(get_dets_occ)
        7    0.000    0.000    0.003    0.000 sre_compile.py:783(compile)
       81    0.000    0.000    0.003    0.000 fromnumeric.py:2046(clip)
      419    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(concatenate)
        6    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:950(get_code)
      250    0.002    0.000    0.002    0.000 linalg.py:2363(norm)
       81    0.000    0.000    0.002    0.000 {method 'clip' of 'numpy.ndarray' objects}
        3    0.002    0.001    0.002    0.001 {built-in method io.open}
       81    0.000    0.000    0.002    0.000 _methods.py:125(_clip)
     1000    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(ndim)
      753    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(copy)
      848    0.002    0.000    0.002    0.000 {method 'Allreduce' of 'mpi4py.MPI.Comm' objects}
     6440    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      352    0.002    0.000    0.002    0.000 {method 'Allgatherv' of 'mpi4py.MPI.Comm' objects}
     5866    0.002    0.000    0.002    0.000 numerictypes.py:584(<listcomp>)
        1    0.000    0.000    0.002    0.002 io.py:93(load_wf)
        1    0.000    0.000    0.002    0.002 warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.002    0.002 warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.002    0.002 warnings.py:117(_formatwarnmsg)
